1.089646443724632263e-01,4.061528146266937256e-01,6.975249052047729492e-01,4.608450829982757568e-01,7.505859732627868652e-01,2.674137651920318604e-01,8.807659149169921875e-01,5.212106704711914062e-01,6.647922992706298828e-01
-6.311434507369995117e-01,4.602242708206176758e-01,1.377995908260345459e-01,-6.247057318687438965e-01,3.470962941646575928e-01,3.026145398616790771e-01,-4.597831964492797852e-01,8.171399831771850586e-01,-9.430989623069763184e-01
8.622470498085021973e-01,-6.565867066383361816e-01,-5.009492635726928711e-01,1.878476738929748535e-01,-4.959922134876251221e-01,-5.560204982757568359e-01,4.703649878501892090e-01,-5.682302117347717285e-01,-6.632429361343383789e-01
-6.999659538269042969e-01,6.178468465805053711e-01,3.211597502231597900e-01,-5.659286379814147949e-01,4.029236137866973877e-01,6.788905262947082520e-01,-4.356289505958557129e-01,6.752169132232666016e-01,6.602757573127746582e-01
4.522579908370971680e-01,5.739881396293640137e-01,4.931540787220001221e-01,4.485001564025878906e-01,6.504101157188415527e-01,2.299110740423202515e-01,7.709151506423950195e-01,4.974979460239410400e-01,-8.390113115310668945e-01
1.527583301067352295e-01,4.540776610374450684e-01,5.809176564216613770e-01,1.613038480281829834e-01,5.021451711654663086e-01,4.678289592266082764e-01,9.750107526779174805e-01,7.359780073165893555e-01,6.660860776901245117e-01
5.992572307586669922e-01,6.097039580345153809e-01,2.786937952041625977e-01,3.796593248844146729e-01,5.095404386520385742e-01,3.689377754926681519e-02,7.048047184944152832e-01,6.071487665176391602e-01,-9.596710801124572754e-01
7.457125782966613770e-01,-6.485605239868164062e-01,-1.217648461461067200e-01,5.641605854034423828e-01,-5.124586224555969238e-01,-3.505194187164306641e-01,3.544512093067169189e-01,-5.628103017807006836e-01,-9.286062121391296387e-01
5.639494061470031738e-01,-7.748101353645324707e-01,-2.133847326040267944e-01,3.924554586410522461e-01,-6.314420700073242188e-01,-3.515238463878631592e-01,7.265946865081787109e-01,3.082416579127311707e-02,-9.115360379219055176e-01
6.651856899261474609e-01,-4.511930942535400391e-01,-1.267050355672836304e-01,6.269168257713317871e-01,-3.649748265743255615e-01,-6.060610413551330566e-01,4.055899679660797119e-01,-8.143821358680725098e-01,-7.852615714073181152e-01
-3.303729295730590820e-01,-5.542684793472290039e-01,-1.022177487611770630e-01,-3.356159925460815430e-01,-5.676183104515075684e-01,-1.493821591138839722e-01,-8.821653127670288086e-01,-6.087659597396850586e-01,9.834818243980407715e-01
