-7.942320963418769697e-02,-7.750695527888455949e-01,-6.268645325037168758e-01,1.630472361570687867e-01,-6.304828380067678539e-01,7.588853600910168140e-01,9.834162661624754609e-01,4.193541842679906345e-02,-1.764479190254857610e-01
-4.008322116106634997e-02,2.525395189459938017e-01,9.667559809754883160e-01,-4.616561035338200836e-01,-8.627529379535011644e-01,2.062304781611415394e-01,8.861529086175385928e-01,-4.380424173788743936e-01,1.511683271242628412e-01
6.870524672652136844e-02,-9.965535080904420751e-01,-4.648327209740686639e-02,5.890868672515749138e-02,5.056458910257866785e-02,-9.969819401359306665e-01,-9.958962574990252170e-01,-6.575962166497859029e-02,-6.217971098287432968e-02
8.016679219975319723e-03,9.776066724879542424e-02,-9.951776649389565410e-01,8.029645934417053987e-02,-9.920588659840104961e-01,-9.680746375826974892e-02,-9.967387879836290265e-01,-7.913316852994811690e-02,-1.580285313912812087e-02
-2.348985808631188221e-01,2.872699467294995701e-01,-9.286003631350373544e-01,1.294277987507236327e-01,9.560675621736899332e-01,2.630271116630370498e-01,9.633644697719733196e-01,-5.840200566151809020e-02,-2.617596304162978504e-01
8.504813823381858484e-02,9.676799934459185959e-01,-2.374073386975811828e-01,6.794692387763363048e-04,2.382142477634826006e-01,9.712123920564603718e-01,-9.963766117811651002e-01,8.276111675772036824e-02,-1.960216948452783367e-02
1.411692114576880985e-01,-9.633988378533920871e-01,2.278901774082159326e-01,-1.225207422367798060e-01,2.114238446316962228e-01,9.696848073693334902e-01,9.823746339651504567e-01,1.648109133033549278e-01,8.818980325383934948e-02
-3.915218588232683566e-02,-8.852922096929320972e-01,4.633840845320871260e-01,-2.772345114518411369e-01,-4.359096267757969767e-01,-8.562265021267706500e-01,-9.600042354076855355e-01,1.619891994584542749e-01,2.283667385109196535e-01
-1.316517982539074788e-02,3.846423489279425789e-01,-9.229717988386003658e-01,2.919593758608999834e-01,8.843066678343060039e-01,3.643644330484232530e-01,9.563401073295415555e-01,-2.646733470430704394e-01,-1.239419964255029927e-01
3.918385454181937400e-01,9.116150129847622186e-01,-1.241797987812281318e-01,-1.913027375639439476e-01,2.127525041071541001e-01,9.581960314031132686e-01,-8.999254507597252983e-01,3.517022037134928114e-01,-2.577590793318010332e-01
1.778413142932959989e-01,-2.835001860182056466e-01,-9.423375782903258280e-01,-6.590825738114116650e-01,6.767800742038055928e-01,-3.279922134118682941e-01,7.307411496751488045e-01,6.794088428099342991e-01,-6.649057439297380301e-02
-2.836443718221925980e-01,5.723823856670630095e-01,7.693661513945589947e-01,-1.453369268478436616e-01,-8.187095536518343986e-01,5.555104359538520775e-01,9.478518069972849958e-01,4.575009658236454252e-02,3.154106539650904373e-01
-2.103962933155960058e-01,5.559262610322519560e-01,8.041637843460488488e-01,-8.767940429444326389e-02,-8.299916072146238388e-01,5.508414055023979072e-01,9.736763948158695392e-01,4.538638835583112818e-02,2.233704410399557361e-01
1.167453677636169362e-01,9.906165791643438689e-01,7.105851244200861450e-02,1.122566639551787065e-01,-8.425112063768408488e-02,9.901011009331057711e-01,-9.867973249372903322e-01,1.076129255992402944e-01,1.210392404990241755e-01
-1.155371869957798163e-02,2.305197552673464712e-01,-9.729990513950634856e-01,6.182617129953157376e-01,7.664166316675110613e-01,1.742354755712064440e-01,7.858873747734524962e-01,-5.995549925860924612e-01,-1.513765009398151118e-01
-9.807630400561598294e-02,5.349669156380328916e-01,8.391611512488693636e-01,-9.437176644065167763e-03,-8.436884723730986302e-01,5.367501292796638124e-01,9.951341509010666053e-01,4.472315683711331619e-02,8.779442438410460514e-02
1.509159662201125518e-01,2.576424626260505057e-01,-9.543818588970737204e-01,-1.425594486909802228e-01,-9.496753922060416908e-01,-2.789147773554220278e-01,-9.782132562630572181e-01,1.781488447627008476e-01,-1.065918119788828444e-01
1.251965437006158921e-01,1.189622213930596334e-01,-9.849740175896256611e-01,1.634533945782905631e-02,9.924032316036281998e-01,1.219370976392514794e-01,-9.919973061069410347e-01,3.136583784796260349e-02,-1.223009766627692341e-01
-1.824703324491497025e-01,3.348355071254532356e-01,9.244402419539821114e-01,-5.450214190726929697e-01,-8.169944474677609536e-01,1.883393892918745482e-01,8.183252596173997695e-01,-4.694733815403046573e-01,3.315697716879909551e-01
1.251362014186268301e-01,9.601290508647086774e-01,-2.499862731834481544e-01,1.900708507838675494e-03,2.517343808144792416e-01,9.677944972064680407e-01,-9.921377517268887836e-01,1.215812781705496864e-01,-2.967615872599177126e-02
4.569158403992835127e-01,-8.883432815566966179e-01,-4.554260538546087145e-02,-1.341131240117982570e-01,-1.818535270085389760e-02,-9.907991536708848912e-01,-8.793415631937413490e-01,-4.588196890503122849e-01,1.274476683967289414e-01
-1.322174001951822997e-01,4.937173310622711142e-01,8.595125107259203867e-01,1.120295141901095776e-01,-8.541259504813033532e-01,5.078565237000872701e-01,9.848695076181183117e-01,1.634382382527346522e-01,5.761939986573350048e-02
1.241742130074235950e-01,2.627847645402657875e-02,9.919123986014298788e-01,2.605182957294952528e-01,-9.654432711114007137e-01,-7.036181913328823888e-03,9.574502506209846553e-01,2.592850399482651835e-01,-1.267291822937411938e-01
1.415611650700623891e-01,-9.796801505305799962e-01,-1.420818046070184693e-01,1.293635467495485858e-01,1.606040155957645377e-01,-9.785046872380798177e-01,-9.814405276512602194e-01,-1.201380573793987133e-01,-1.494701905154341426e-01
-6.089385873000501860e-03,-2.045495916867118569e-01,-9.788372612035614040e-01,2.544449968198071454e-01,9.463204247772111222e-01,-1.993373954952936122e-01,9.670680756663710964e-01,-2.502740861341387624e-01,4.628410998024804629e-02
-6.045087199287102649e-03,-2.495245209558997479e-01,-9.683496116395574616e-01,-7.011008176108241008e-02,9.660900763262009194e-01,-2.485046093324822791e-01,9.975209438183277877e-01,6.638883841252218865e-02,-2.333428331937087777e-02
1.811732051209598571e-01,-2.143656944044575879e-02,-9.832175462413308420e-01,1.501874360551135323e-01,9.886386014541558298e-01,6.119621390432298906e-03,-9.719156361523307863e-01,1.487756337758164571e-01,-1.823343275338305813e-01
6.042564842847245737e-02,-9.747147748513247389e-01,2.151275172973693972e-01,-4.827034942374572313e-02,2.124157516753014119e-01,9.759864352575431390e-01,9.970048717927652016e-01,6.935889363843719679e-02,3.421446323915961624e-02
