phi,psi
1.940328799086008,-2.9817392577942083
1.987132524543082,-2.9702454981272455
1.8393138378059415,-3.021120926259141
1.9474429174172674,-3.0044662593328435
1.9385599256529815,-3.0817787610552743
2.026224497323329,-2.8880877292373577
2.038111176470016,-2.9579342478879225
1.9358161173139543,-2.8607132891038414
1.8423620489422319,-2.7742487799870625
1.7100960249728607,-2.601695767974566
1.8659710704117,-2.745535919408412
1.5938618407075127,-2.4171456180085062
1.879029402249461,-2.477786630018287
1.6203945884675925,-2.1782464248938127
1.8487213047625897,-2.1850726239459095
1.8654375300465333,-2.0673269032427823
1.6911845288917917,-1.9441934910249368
1.7837018386672585,-2.010402402388975
1.8323401086751507,-1.8528568558129146
1.9730235659425017,-1.814119130866895
1.9073637920210966,-1.6405913469842082
2.2201504945898005,-1.8728216613991575
1.7253708285444689,-1.6062528233863693
1.887643323478772,-1.6429743861374764
1.8893951076437039,-1.6787163175632176
1.9608615995787724,-1.7055772076842166
1.8981548315789787,-1.5875082749106697
1.8423973932840076,-1.7077370847757682
1.8346184316547642,-1.7653419471806484
1.820336477960634,-1.8365867440402552
1.8428730085746599,-1.820715720468965
1.5514082562587648,-1.8014316094991092
1.636390214301235,-1.9529625255140923
1.4995434727533536,-1.901454869172074
1.6173755887351509,-1.957460312706155
1.8875539173418432,-1.9945223288519374
1.8302642780336236,-2.0854595751540987
2.130896902807483,-2.115070768562031
2.0136233876738543,-2.042734106855618
2.0934861474114763,-2.2543488284588657
1.9643722070787017,-1.965201284906115
2.0327608593875413,-2.1944189869308257
1.5826222119336542,-2.1184759403037754
1.7428508093472428,-2.0917746207641015
1.689134381906575,-2.1603048450387834
1.8141196900370713,-2.1610317392451575
1.8849858695997643,-2.142927159590879
1.6733135796783185,-2.2569707222485507
1.4430663669921417,-1.978862532223061
1.6191911630458804,-2.055938058063353
1.5903058734883546,-1.9693049932355216
1.663372559689551,-1.9934775995179912
1.8238094466006434,-1.9638880108926757
2.110564271149496,-2.05754424287192
2.075978559689421,-2.0611996865299016
2.264465737985628,-2.07804026097764
1.9829564582067833,-1.9168500826782084
1.9258674977249146,-1.987000710337046
1.7985924277994916,-1.7938193515817107
1.786413267583031,-1.8883907557845403
1.6890266543495498,-1.7050456957614206
1.7875693943146973,-1.8497125024177041
1.6312988034160412,-1.8805012967729824
1.8115833258903364,-1.877226660191584
1.9281662589596116,-1.9789407240831758
1.7498233093663258,-1.8605420297853634
1.8127426080776645,-1.8978068667619172
1.6718363501731572,-1.9052230005739492
1.5006017800326898,-1.8937832024659829
1.6494851522672846,-1.7972408335585897
1.8133220921273672,-2.0220748270594155
1.7880648844417317,-1.982433106152579
1.9822234773181957,-2.2010748692695943
2.0681880729468087,-2.226332929830983
2.1405279103249732,-2.343783155852105
2.1964694410052408,-2.3929020633672193
1.772851539330236,-2.458023636937635
1.7395646692195887,-2.4319633628692676
1.8161437329308248,-2.490524015749121
1.6337934766287654,-2.497753622292689
1.7586608458452597,-2.666844105789754
1.6934672287846986,-2.6225097684769216
1.5817826869109068,-2.7682886510280325
1.684342894318968,-2.737101976490177
1.8915397628188462,-2.811958333525847
1.62403991657174,-2.802572015554215
1.7173157056016595,-2.694800478471703
1.885981957224333,-2.909844060236167
1.7945809897654674,-2.685932969472955
2.0745871851810067,-2.8532189097437817
1.9524303056050598,-2.908006409702296
1.8411524407173079,-2.765227423460838
2.0871969195476714,-2.9019296939452883
2.05570735176056,-2.736785329261429
1.9559651483075908,-2.678839895903383
1.8177956166165121,-2.394957287457326
1.771845920747481,-2.498878374889545
1.5966018201327798,-2.1913541062280393
1.7601708922013146,-2.154167504093077
1.5557765075176568,-2.121035894655071
1.9105971108436541,-2.0818814556500014
1.8854809090063094,-1.9667535482384624
1.899109598766086,-2.1579760962109917
1.8737600139833681,-1.7876944698884412
1.8755060681765499,-2.1098664959893063
1.72250237059917,-1.8377579415296112
1.845797961471979,-1.8409012200799206
1.9054182432157312,-1.8317174068339843
1.7664435789139763,-1.7409013340154016
1.8643680343491393,-1.8076674181856287
1.7536622999169398,-1.9042887182813626
1.719317403568787,-1.9139734164064361
1.8590040361400277,-1.9199902305721026
1.7945029557422132,-2.0152769628567384
1.9845888332720598,-2.1336287129175653
1.8240463408764607,-1.9818660156745818
1.9128629815474731,-2.1783928513963198
1.7201377305585441,-2.0960212216612
1.9627194890791775,-2.166909204279124
1.6799555360635097,-2.2814202678948527
1.8990694318647752,-2.2935658804862533
1.8352747732424393,-2.32906772503893
1.795617984879161,-2.5622400602076922
1.9009549477536247,-2.458613316961896
1.7427249521601098,-2.5431509026930312
1.8083145935255076,-2.6737138624799477
1.744547783805364,-2.585995892167049
1.6738623252678133,-2.5030377840544182
1.65899101406574,-2.7422200337628055
1.748264805441843,-2.403404946081433
1.969421442799627,-2.816588583493784
1.8653857510216776,-2.5513561085604026
2.233594118184583,-2.6658780025916453
1.7037955022853117,-2.488827975948751
2.0763437609978803,-2.5729842051455076
1.756518991968058,-2.2283126737093486
1.642474799709272,-2.29330287994544
1.7144942605369746,-2.0155899621780065
1.7845337810693138,-2.086992207987759
1.7587714068465856,-1.921555322191798
1.927316616537667,-1.8671108328320052
2.0567970491968968,-1.8845157064117573
1.832147911635901,-1.7566539099170302
2.1865616554226848,-1.762195260026604
1.8734243531925168,-1.5205958812993206
1.8593595706204542,-1.6268996610925177
1.8158706188657963,-1.4990237139253781
1.5196114508539602,-1.6272814289241562
1.5710574302326932,-1.5225459018287604
1.7400569667183772,-1.6310757183266897
1.5974118517594607,-1.5488116158145444
1.68197603519165,-1.8558758658839962
1.7564743285626199,-1.7216430789178931
1.6812507490036817,-1.9884400613188276
1.7884145703177352,-1.8877241033856238
2.120344539204723,-2.1436540966456525
1.7508833982375798,-2.1232455671305246
1.945365922939282,-2.0717887960161665
1.8635898329496339,-2.186074909485549
1.9229673286677929,-2.2721449610391202
1.959010897017965,-2.274008621566249
1.8693192125895648,-2.429619225193387
1.8151336869958865,-2.489448525378493
1.9465717570570147,-2.4705473891996776
1.853007957092795,-2.5588245718335214
1.7086985758407762,-2.6009060175984855
1.8432271043157733,-2.4918143792883956
1.74598750437554,-2.688216994926016
1.7825956430942707,-2.50776903306632
1.94725892414792,-2.5719495969156148
1.5685910530770846,-2.4285464477953846
1.7175126970194068,-2.5136928969749497
1.6414229311996904,-2.3851922427101866
1.8368483988389457,-2.49075199300981
1.6997223359283304,-2.1921505853425343
1.9729870451748575,-2.3256434524523852
1.7384739846818833,-2.1856416587944945
2.004095954039199,-2.179153082431148
1.9407460930866889,-1.9303141657232739
1.8867762519484075,-1.8953564035378587
2.0317939808151584,-1.8244443466637121
1.7950822456446902,-1.7195118785952397
1.8044917773983493,-1.7175358990726861
1.8188549751292797,-1.5608777345014047
1.9773223420944817,-1.752333463833002
1.7859716603243987,-1.6379961443718911
1.8747226640872254,-1.586931248221203
1.6873478036562146,-1.5718489567538882
1.746626193941358,-1.6322548194380746
1.926683615434439,-1.4644934220652552
1.5754247618587935,-1.585768961704456
1.7935085937425947,-1.4106690268437845
1.609284964140249,-1.5246460475409158
1.721497407333003,-1.4658840392467336
1.9358339906164161,-1.464218206744476
1.9521770636285811,-1.6150952296458785
2.0412850360678716,-1.558099625054568
2.081482907875607,-1.6421935492276725
2.092724915413486,-1.6020900497747619
1.8574317430099063,-1.6164092405431991
1.8941676883761516,-1.3888323992868168
1.794217064187849,-1.6023092440055027
1.6609502101362124,-1.4763658726568203
1.84235821225267,-1.6733863482781886
1.550178767145058,-1.5813098858580876
1.7817447139766307,-1.6048414842700287
1.7674439217181401,-1.7435604623470486
1.859126233613626,-1.761320298703076
1.7202621862840675,-1.7570587032795644
1.7939300101330153,-1.7073539568225806
1.7623011082591877,-1.9201658923446279
1.8700442247518814,-1.8389748863967035
1.8962285918934811,-1.8959436124758247
1.8181545553805176,-1.9445978843475076
2.0882007364899566,-2.0432732819838737
1.855957334663192,-2.293517721594258
1.8333337515521229,-2.2336775423376745
1.6604359616612814,-2.2325651019776416
1.7425516921799342,-2.5678668432538903
1.7955243291475538,-2.469096361742216
1.6601443934509854,-2.4896672854993165
1.634290929137692,-2.5904414296489975
1.6954040320246462,-2.5816161904994552
2.0403869529528134,-2.7892402959731624
1.9381250737521687,-2.6227844692229003
2.202538317093351,-2.7647478362548052
1.8919945383639625,-2.6210227391828993
2.1988374271510587,-2.9395798493159604
1.9409701891148095,-2.6151689805488836
1.9536328154382305,-2.8406964974737443
1.7050260860188249,-2.5962827682438534
1.559308255169407,-2.5771560921815544
1.4677230055908275,-2.545797729583662
1.5525956367260616,-2.414908956073101
1.5210859667427696,-2.4004530815603324
1.4812975905949457,-2.4408938269967173
1.6279806285217113,-2.3162794860853575
1.728265524390478,-2.17889828881432
1.9825728424513824,-2.1438465246396134
2.091873952595377,-2.2291452783299754
1.9591128387337557,-1.9876689203453364
1.9429708462504314,-1.9216635945248783
1.7712495590540944,-1.9018400454357827
1.7781072526404853,-1.681570175099017
1.6909845375198418,-1.7861434489722208
1.7185233158773212,-1.670480659871403
1.632600052506883,-1.6388583243349717
1.6809541968626955,-1.6514897122914542
1.652526990401663,-1.5945336043953515
1.5524633736108522,-1.6544573800630629
1.5342877656550504,-1.6019869576603334
1.7062476495091095,-1.553850632649384
1.8568946099168424,-1.6302611480323457
1.8334622211630103,-1.595895387657664
1.8010521044690988,-1.598703541984988
1.8629055069874534,-1.708138611533797
1.9631302301863875,-1.7325269705876962
1.9911707179079645,-1.7938014308479486
2.098925078641079,-1.8470384601523202
1.9822142455460225,-1.9054976987064662
1.7080651797951172,-1.886329826438266
1.5336413059320175,-2.0362509387826933
1.581551779662586,-2.037801114585082
1.5481121242032387,-1.842261778469275
1.5869847031382889,-2.102548119714036
1.6837575042852344,-2.0340895272086854
1.5775919698115117,-2.0762265805995392
1.789954865447901,-2.1568896767873618
1.8708467452360331,-2.1302960031207405
2.1073870562996717,-2.3269177129808316
1.9379273862525714,-2.2877544929867004
1.9057563771186237,-2.277305075687393
1.7883532806765214,-2.3374764680682856
1.903240732864068,-2.4215157572892245
1.7918942654239443,-2.5136555514172496
1.484541273182229,-2.446031224059497
1.5417509874083333,-2.581280267342512
1.6085885251488203,-2.5676921250179734
1.7442958365695422,-2.4813415597778916
1.6515648540597376,-2.626170246072091
1.5761386983815373,-2.372652052835918
1.7307674084792573,-2.586923318488534
1.845686427664431,-2.4903975127512186
1.9583374591097595,-2.503932190885124
2.1394225388383594,-2.5576921494228646
2.0770699853773364,-2.510113265268216
1.9721463537371395,-2.4308438425077474
1.944246015792096,-2.2636203411479086
1.8250973323514161,-2.2619051794444367
1.4669743519803273,-1.9708918172049703
1.4710956861921112,-2.0294267070750944
1.6021529441594105,-1.9177702152685443
1.7198637794500553,-1.916553849173138
1.8547877315712622,-1.9343447390204493
1.946282589463816,-1.9829588176327781
2.049277544114885,-1.8094095744941454
2.10499733480594,-1.99283087031475
1.8764246337599897,-1.8144816720171966
1.9345671484820481,-1.812854292281274
1.7685836030936062,-1.739787931226684
1.7917536778561756,-1.821126024161313
1.724755335987088,-1.6954462271946327
1.8704546104514974,-1.782216698315996
1.7054745052448188,-1.7730041580150224
1.8446447803275885,-1.9646279217032392
1.6490918793635998,-1.9492558345720055
1.6753059481713983,-1.849401235133674
1.8558463419765665,-1.8975853375212728
1.9569021952872863,-2.056703118118076
1.9282113467889528,-1.975822862710049
1.9983338986005055,-2.016173212973695
1.853295344374412,-2.1434972792651648
1.9771678609839258,-2.207286807036431
1.9846863870862028,-2.2244354037053196
1.7829912304965578,-2.1805655294723816
1.7678253486429545,-2.2565535880164207
1.834994004197617,-2.350660630747499
1.704660702232303,-2.349795262111572
1.7096317416290066,-2.231435610069383
1.71959732212542,-2.340499026261353
1.7645592877457899,-2.239400068324602
1.9131296381643663,-2.284272034470825
1.804628209476367,-2.376886633385538
1.89083635657612,-2.3579966876598206
1.8737461391490478,-2.3660236554696112
1.8790602416766662,-2.350349021100184
1.8935422764690555,-2.3352720224013184
1.8694757151320924,-2.208225629005379
1.683376166033928,-2.100274680780256
1.6616286964171592,-2.0892939510536723
1.6852977734277619,-2.112684859963262
1.5698236777869734,-1.9273968820126113
1.5410045556359695,-1.8589763861187238
1.6626955150122786,-1.9425034218998711
1.7577987526057512,-1.9387254641859895
1.835067533710549,-1.7324573240814305
1.846294873502626,-1.815132688437317
1.9090485613241945,-1.848712772583389
1.9021944740868562,-1.6851512915362485
1.8529853739031514,-1.7510519155103168
2.0038769401721876,-1.6635196602806286
1.909648972504394,-1.6828006648235945
1.9010091691473079,-1.786824297132312
1.9474972246959867,-1.7332622008454197
1.9022855780557486,-1.7914758513362212
1.9008207588675303,-1.8874753906517114
1.8876647864957141,-1.7789240056454798
1.8268961379766113,-1.8975132753172768
1.7650744498873914,-1.9115799007706293
1.711108691547931,-1.8723755975275442
1.633720673447929,-1.9615482253159402
1.711309800979832,-1.9949194024041779
1.7701066866922617,-2.1593840847206884
1.7909806806750848,-2.11778177696558
2.0190983981503914,-2.282871746796663
1.9592044455643522,-2.2424543283001994
1.972315677943676,-2.397465305212685
1.7520634077197008,-2.2526721276074846
1.7480537845130983,-2.3375125266878083
1.6085298979731815,-2.333287075763294
1.7545517821086414,-2.3429396027886042
1.6080984262199916,-2.2443974826819653
1.7030774669951245,-2.4031229915672787
1.7299740237219865,-2.3405179269926464
1.7428517314862,-2.4139237553282724
1.6233132021032397,-2.29308329939722
1.8365213745953934,-2.383787367194793
1.834055067003593,-2.3241467782771434
1.9789758820727998,-2.407645710170618
1.946249221761415,-2.235523710796117
1.8545342171807964,-2.420757057580844
1.737304653299603,-2.289145143171233
1.7523134593595593,-2.288270456470469
1.7086605717666046,-2.3152078693664238
1.909399094840099,-2.303664921255567
1.7335442998837944,-2.2023744772179166
1.8486579885638563,-2.3830493800586368
1.7935822540220698,-2.1357629626607815
2.0210381268646826,-2.306634231471962
1.878048087715293,-2.13145893990161
1.9814418998688916,-2.1879352448878495
1.8076678246029874,-2.0438492899365057
1.9417581123090875,-2.1172338789497234
1.840328215891071,-1.9669320882629884
1.8606531157391617,-1.9980310380659467
1.75644201803362,-2.039536794196001
1.656887239998444,-1.898189607653131
1.8156978638714405,-1.9614078858959674
1.870800279627567,-1.8985994431694004
1.8146443931340521,-1.7372430720862242
1.7818316148400135,-1.811672844518987
1.6162238968450067,-1.7406211039301016
1.7023452105898018,-1.7433573893386922
1.7435298390996248,-1.7771263405664974
2.02386380114058,-1.7851323205936789
1.8198718096756294,-1.6842957185782503
1.9667344123103658,-1.930723040944366
1.7918789289815285,-1.8632228638484696
1.899202549181662,-1.870462844224453
1.9068691756472693,-1.9607324569046853
1.8543948895871225,-1.9754887675267445
1.7493723592436135,-1.9757378971506825
1.6509543064351822,-1.9915260444575615
1.7173450786425306,-1.9994872400632855
1.713422600064572,-2.08403604452195
1.8549353019468737,-2.2169646972840353
1.7622999268126884,-2.2233161856812678
1.8667351271634864,-2.38480058291778
1.9650660711596477,-2.4220981883847887
2.118458802562296,-2.451694679989436
2.011505206311485,-2.529924209673933
1.8252793667978122,-2.5202405871135944
1.8178622385017171,-2.4222201606874556
1.7703029834907464,-2.415893688728079
1.8989201459923706,-2.516582197587595
1.757901614292956,-2.302600464039674
1.770324011396586,-2.5144965345667627
1.7557739761134405,-2.433148506912765
1.9046131227472418,-2.353840688100919
1.8976215812797708,-2.462995611876108
1.9232209692018731,-2.3950540629890362
1.7891821288836847,-2.369287394507191
1.7854471064027289,-2.27105912227248
2.0410051735821213,-2.2093607612652826
1.7854408302660587,-2.1095780316255865
1.7854586172847164,-2.0646717117962305
1.8211868646839626,-2.0075605462627624
1.7960016719335603,-1.9023551581362166
1.8441298403292739,-1.9139373465543024
1.925596703740212,-1.875330475359577
1.8973625676286083,-1.7813872492145126
1.649790635865959,-1.8637927276028206
1.8876277009419122,-1.85064748032554
1.7000293397074469,-1.8287672240593502
1.883239658794843,-1.8891545097192364
1.762907494231804,-1.795954199905298
1.7969136983340195,-2.051600362256976
1.808625577878459,-1.8875497946217419
1.9430022989411326,-2.029546421692665
1.8282191827112118,-2.1640017584659055
1.8343165832132453,-2.2882144629793006
1.8467665003631937,-2.1128642213322895
1.7955452093638098,-2.3159520922109973
1.9574209461103302,-2.3081785774524963
1.7492608951519018,-2.2468552971089073
1.619151318390428,-2.3962226151314225
1.6197085534807534,-2.4275716968883936
1.5727302292707284,-2.3958278008989913
1.929317576879658,-2.497933902378692
1.9630087290659441,-2.3805529751238117
1.9941186526063888,-2.581063920466153
1.9269018804269706,-2.4226362541180904
2.049779629497773,-2.4052974950178494
1.9267265445555872,-2.49468128819218
1.9948701582807111,-2.3616583464561924
1.735550912408274,-2.3049636748215745
1.6484652333788097,-2.259680436812595
1.8260473435747866,-2.2163499280820096
1.6990451192378266,-2.10262609818623
1.7244318463346942,-2.043832123469439
1.6778735095635058,-2.1488883340824296
1.7537071526829644,-1.9963661072921919
1.9123090664394977,-2.0006073075676793
2.0829491205053694,-1.9795253784763271
2.053436279901351,-1.8751975181502718
1.85425650117621,-1.8115031957585117
1.9697353449585697,-1.7230713335788674
1.720655826059083,-1.4898289028809624
1.939325241343654,-1.718153286021951
1.816042012449345,-1.485228877532089
1.8967241644626291,-1.698309591220172
1.9123401140078664,-1.5433655390493513
2.050940364050955,-1.6952149482592094
1.9261459315873544,-1.5418074982229513
2.000729684677891,-1.550843717908342
1.8282515287756103,-1.529264774789068
1.7716330058080079,-1.4532652522378322
1.9855525082724084,-1.3415202006774398
1.839728319675075,-1.3099508337064367
2.0037274232997344,-1.4084467279208828
1.968100786044218,-1.420503267392661
1.912179716906203,-1.420183045426929
1.9723536943228985,-1.37019591668954
1.9551983353197349,-1.4892111279454392
1.805597039946585,-1.4140270845085567
1.5699293437890833,-1.4606865446609025
1.6287761249306592,-1.5146984997643511
1.3876475122411878,-1.5428250737693368
1.6595919611549828,-1.7246158500636726
1.5135117507916485,-1.6095718523947256
1.5966002509720185,-1.8246224452045554
1.6841148944863553,-1.9053153119192332
1.8568377806123595,-2.1302120426728703
1.7791739607861832,-2.0606522208024494
1.8765806345033311,-2.3089339124749633
1.8046718178174581,-2.3342631812124566
1.8451709955654012,-2.3505731370566356
2.1045666673256975,-2.466418295045443
2.0762538362219436,-2.6125435128530707
1.9726878029867856,-2.60961167226648
1.979256095691277,-2.816205637056567
1.8822421103309912,-2.7173321611896832
2.005455483758844,-2.893036700397837
1.9114371844328781,-2.8370250118468805
1.7015488703570958,-2.8006045728968543
1.7054023281622492,-2.821649183169734
1.868241423872853,-2.8112993245004807
1.8552346401460351,-2.8384384072954334
1.922277397301445,-2.782987084463978
1.7550207483833107,-2.7726026066492717
1.90046323618306,-2.738787997025746
1.8198149826843641,-2.6832913290354274
1.888984599324434,-2.7817913804823418
1.75326354229655,-2.6709526876588394
1.8777195974233054,-2.811934983724498
1.9362591196228707,-2.7189715310380183
1.9409692287597844,-2.6618769787105023
2.00175268750048,-2.7143871903367005
1.8438985208689014,-2.6097831026215723
1.842849843500628,-2.445518138677222
1.8032393865429786,-2.3825977293903398
1.829875374040838,-2.221993096542717
1.7786422702955866,-2.1584133754912065
1.7253037607796622,-2.0951457614475437
1.871781309643152,-2.144852261870188
1.9005616893428907,-2.0620381871653577
1.8309537260849267,-2.048460333128701
1.6683312226475022,-1.964579041143027
1.7387521792077303,-1.8467905487272152
1.795275918554729,-1.7105619218521866
1.8292360799965721,-1.6356170941985315
1.7924310906108512,-1.6701194266627613
1.696345020361014,-1.6261373902730551
1.7351296235803584,-1.6829638130458033
1.92794310699591,-1.6605049703609607
1.9675200830691941,-1.6672717157973538
2.069952335296044,-1.5531524253548077
1.853090820266249,-1.7291558276987997
1.6982734036588105,-1.6176376225236497
1.617308740915174,-1.5955511277943666
1.710985882509301,-1.668025880527934
1.6588345192347027,-1.4792711438153994
1.7141695987115964,-1.6181223260656914
1.6721129157028072,-1.487246762343247
1.700006451435253,-1.732378432404387
1.929069213125024,-1.7478309740392355
2.153360818957087,-1.8628286733718422
2.042628777418217,-1.8812130796951654
2.0572661022183834,-1.7504096115332506
1.8749541689350497,-1.874073258431667
1.8506686917308732,-1.860665870989838
1.6833278638492528,-1.8471386889262225
1.609728600522341,-2.0617194758136117
1.6184427864891335,-2.048046811299673
1.7549693449377335,-2.3201239167757803
1.8398895551083867,-2.213359361105563
2.0192453460591557,-2.359564315432764
1.8929108667447423,-2.463641403918089
1.6850471961556872,-2.398881706203809
1.807498889065443,-2.585507852719268
1.8326908612138197,-2.49069240214335
1.8449082659789713,-2.534162258029515
1.8881173775092013,-2.6126525345579057
1.906287717444906,-2.5783354504056373
1.9526628855915829,-2.7414006988393544
1.864187333981527,-2.682020999267037
1.6832349412675311,-2.6907445406012864
1.6469031132160183,-2.6093449138252565
1.767215534514524,-2.6234435819700597
1.8346770454065715,-2.5417520484420515
1.9809614910339925,-2.4844372350779347
1.8915002327955615,-2.453108513616283
1.8966280430960183,-2.5061736585524512
1.868456211904129,-2.3457191712862366
2.040256739587926,-2.4549050624267257
1.9015404590339102,-2.2427642164084394
1.9278651080847626,-2.2397421603871814
1.6803461436166276,-1.9582370188568308
1.712555818768485,-1.9567624208871561
1.7173261101470672,-1.8272483945794538
1.6319286712229486,-1.6899768199114558
1.5827732258493825,-1.5532265955263347
1.6894819357018673,-1.5298824630505101
1.8370560012048935,-1.3864201970949128
1.8853093219567003,-1.2119912871867289
1.9395766921396795,-1.0667068377213127
1.8754917120606525,-1.02012472243436
1.8701671449911288,-0.8754726301716584
1.9278251175883234,-0.7487550913849415
2.127969251456344,-0.7531571371165235
2.1458474470990647,-0.669783548881196
2.016696793144348,-0.5033935009783463
2.045195698070649,-0.5541767560985777
1.8863918901301293,-0.3604464117540109
1.9912102331059263,-0.48237450073698673
1.8241564032146715,-0.3205090694150718
1.7019998632972877,-0.21169813961209935
1.5182634000894846,-0.2489490558292494
1.4198871729343954,-0.1897523574075677
1.3152791234329873,-0.21197353394644
1.2009862514153182,-0.25747237255460304
1.1656740619733643,-0.25663493433442275
1.0108275083176328,-0.3617953064125037
1.1136289811453648,-0.3964970619658199
0.845491732095053,-0.4728926237368345
0.7774106183231723,-0.5792123969159276
0.5111335224644998,-0.6263480620878756
0.4229923715997974,-0.5997206236741904
0.21024763574215147,-0.7831689059336864
0.25886971498583444,-0.6419705402874505
0.1429634042592352,-0.7760893676664828
0.36875851561510714,-0.633567844056127
0.5431005149448793,-0.5765375731367213
0.5928997223035758,-0.590282042317663
0.7807351533207135,-0.36056371813767635
